feature,importance,normalized_importance
red_hist_00,0.001306722265659729,0.001306722265659729
thumb_pixel_031,0.0012887386268866582,0.0012887386268866582
thumb_pixel_070,0.0012855813578454077,0.0012855813578454077
thumb_pixel_196,0.0012671806893562688,0.0012671806893562688
green_max,0.0012658746750100777,0.0012658746750100777
thumb_pixel_202,0.0012613860221961093,0.0012613860221961093
thumb_pixel_062,0.001259698846700731,0.001259698846700731
thumb_pixel_100,0.0012464699693198562,0.0012464699693198562
blue_max,0.0012380739820892265,0.0012380739820892265
thumb_pixel_091,0.0012232686687019972,0.0012232686687019972
thumb_pixel_106,0.001222202577721636,0.001222202577721636
thumb_pixel_000,0.001219147892526108,0.001219147892526108
thumb_pixel_072,0.0011858182244969837,0.0011858182244969837
thumb_pixel_147,0.0011811833296615673,0.0011811833296615673
thumb_pixel_189,0.001169181889177365,0.001169181889177365
thumb_pixel_005,0.0011594903222875133,0.0011594903222875133
thumb_pixel_077,0.0011376347906767034,0.0011376347906767034
thumb_pixel_058,0.0011307674128601076,0.0011307674128601076
thumb_pixel_074,0.001107662489417357,0.001107662489417357
thumb_pixel_080,0.0011043101667992242,0.0011043101667992242
thumb_pixel_252,0.0010908396529348465,0.0010908396529348465
thumb_pixel_187,0.0010871703051296368,0.0010871703051296368
thumb_pixel_149,0.0010850385368362135,0.0010850385368362135
thumb_pixel_185,0.0010838506731738404,0.0010838506731738404
thumb_pixel_140,0.0010834859253098883,0.0010834859253098883
thumb_pixel_230,0.0010710966967172623,0.0010710966967172623
thumb_pixel_011,0.0010676657551170177,0.0010676657551170177
thumb_pixel_156,0.0010558141630866548,0.0010558141630866548
thumb_pixel_098,0.001036867023271531,0.001036867023271531
thumb_pixel_008,0.0010323313966283144,0.0010323313966283144
red_max,0.0010275757094308862,0.0010275757094308862
thumb_pixel_079,0.0010046986884139541,0.0010046986884139541
thumb_pixel_255,0.0009935295059528176,0.0009935295059528176
thumb_pixel_233,0.0009912333305892127,0.0009912333305892127
thumb_pixel_141,0.0009899231461341544,0.0009899231461341544
thumb_pixel_168,0.000941135762109048,0.000941135762109048
thumb_pixel_116,0.000931009933779594,0.000931009933779594
gray_hist_15,0.0009138017175129084,0.0009138017175129084
blue_q75,0.0009035798778030705,0.0009035798778030705
thumb_pixel_015,0.0008981620751387519,0.0008981620751387519
thumb_pixel_107,0.000873305493361572,0.000873305493361572
thumb_pixel_165,0.0008676061793699819,0.0008676061793699819
thumb_pixel_115,0.0008664191486819036,0.0008664191486819036
green_std,0.0008439565689476956,0.0008439565689476956
thumb_pixel_027,0.0008255928098653396,0.0008255928098653396
thumb_pixel_037,0.0008226220220174539,0.0008226220220174539
thumb_pixel_033,0.0008099710287119205,0.0008099710287119205
thumb_pixel_032,0.0008094381164289064,0.0008094381164289064
thumb_pixel_019,0.0007924484291972849,0.0007924484291972849
thumb_pixel_132,0.0007909700061135333,0.0007909700061135333
blue_q25,0.0007690809231549941,0.0007690809231549941
thumb_pixel_143,0.0007602067204879609,0.0007602067204879609
thumb_pixel_238,0.0007351592319161025,0.0007351592319161025
thumb_pixel_014,0.0007126039381301816,0.0007126039381301816
thumb_pixel_209,0.0006746412758762886,0.0006746412758762886
thumb_pixel_243,0.000660905076507865,0.000660905076507865
thumb_pixel_043,0.0006607610830039034,0.0006607610830039034
thumb_pixel_047,0.0006055277099917928,0.0006055277099917928
thumb_pixel_016,0.0005851973282429174,0.0005851973282429174
thumb_pixel_242,0.0005851621655841425,0.0005851621655841425
thumb_pixel_224,0.000570345957999507,0.000570345957999507
thumb_pixel_048,0.0005414169419497483,0.0005414169419497483
thumb_pixel_236,0.0005270243772517421,0.0005270243772517421
thumb_pixel_028,0.0005050553272953688,0.0005050553272953688
thumb_pixel_239,0.0004810542036433315,0.0004810542036433315
gray_hist_05,0.0004681786397385788,0.0004681786397385788
thumb_pixel_124,0.0004286156295979538,0.0004286156295979538
thumb_pixel_041,0.00042708188676713834,0.00042708188676713834
thumb_pixel_108,0.0004210107183300495,0.0004210107183300495
thumb_pixel_226,0.0004202034433861147,0.0004202034433861147
thumb_pixel_003,0.0004109563492498811,0.0004109563492498811
thumb_pixel_254,0.0004053215430200078,0.0004053215430200078
thumb_pixel_208,0.0003718332260675568,0.0003718332260675568
thumb_pixel_063,0.0003025177628838306,0.0003025177628838306
thumb_pixel_253,0.00029985772746422433,0.00029985772746422433
thumb_pixel_250,0.00023482524379162318,0.00023482524379162318
thumb_pixel_075,0.0002189327670760623,0.0002189327670760623
thumb_pixel_013,0.00021767096097854364,0.00021767096097854364
thumb_pixel_045,0.0001955867910935796,0.0001955867910935796
thumb_pixel_012,0.00018516547326857897,0.00018516547326857897
thumb_pixel_029,0.00018291736593553434,0.00018291736593553434
thumb_pixel_095,0.00017285601742118685,0.00017285601742118685
thumb_pixel_155,0.00016684400244929853,0.00016684400244929853
thumb_pixel_018,0.00013921789177618555,0.00013921789177618555
thumb_pixel_223,0.00011251855290365611,0.00011251855290365611
green_min,9.842578429372299e-05,9.842578429372299e-05
thumb_pixel_225,3.787048688977814e-05,3.787048688977814e-05
green_q75,5.175942029630008e-19,5.175942029630008e-19
red_min,0.0,0.0
gray_min,0.0,0.0
blue_min,0.0,0.0

