feature,importance,normalized_importance
blue_std,0.0035146910607526905,0.0035146910607526905
thumb_pixel_128,0.003473382480450731,0.003473382480450731
thumb_pixel_111,0.0034702387673185247,0.0034702387673185247
thumb_pixel_031,0.0034606275183117225,0.0034606275183117225
thumb_pixel_113,0.003451443641259093,0.003451443641259093
thumb_pixel_095,0.003412626740405452,0.003412626740405452
green_hist_01,0.0033705482173558106,0.0033705482173558106
thumb_pixel_077,0.003342795322984701,0.003342795322984701
thumb_pixel_161,0.0033055515063869743,0.0033055515063869743
thumb_pixel_126,0.0032936792188200717,0.0032936792188200717
thumb_pixel_127,0.003292479566694815,0.003292479566694815
gray_hist_14,0.0032907179328821377,0.0032907179328821377
gray_hist_09,0.0032323489241928797,0.0032323489241928797
thumb_pixel_041,0.003229203303292098,0.003229203303292098
thumb_pixel_159,0.003225722984256098,0.003225722984256098
red_std,0.0031868301376008906,0.0031868301376008906
thumb_pixel_241,0.0031751629415845144,0.0031751629415845144
thumb_pixel_014,0.00316601847465482,0.00316601847465482
red_max,0.0031406258434636173,0.0031406258434636173
thumb_pixel_080,0.0031288531889076443,0.0031288531889076443
blue_q75,0.003115002385978785,0.003115002385978785
blue_hist_03,0.0031148049512636205,0.0031148049512636205
thumb_pixel_238,0.003087989946441168,0.003087989946441168
thumb_pixel_206,0.0030841136920435118,0.0030841136920435118
thumb_pixel_233,0.0030798082312804413,0.0030798082312804413
thumb_pixel_042,0.003079471561429064,0.003079471561429064
thumb_pixel_060,0.00307346618949551,0.00307346618949551
thumb_pixel_221,0.0030645844893522635,0.0030645844893522635
blue_hist_04,0.003060614552654985,0.003060614552654985
red_hist_07,0.0030103939319618333,0.0030103939319618333
green_hist_03,0.0030055031960808777,0.0030055031960808777
thumb_pixel_094,0.0030031247510184404,0.0030031247510184404
thumb_pixel_052,0.002996881838169252,0.002996881838169252
green_hist_02,0.0029649286452641055,0.0029649286452641055
thumb_pixel_001,0.002949961914201849,0.002949961914201849
gray_hist_01,0.002931044599829583,0.002931044599829583
thumb_pixel_231,0.0029248153176895954,0.0029248153176895954
gray_hist_06,0.0029165228392694716,0.0029165228392694716
red_hist_01,0.0029138144759573385,0.0029138144759573385
blue_hist_01,0.0028938625646744397,0.0028938625646744397
gray_hist_08,0.0028663340986194207,0.0028663340986194207
thumb_pixel_143,0.0028610620961049787,0.0028610620961049787
gray_hist_10,0.0028509830503495835,0.0028509830503495835
green_hist_07,0.0028500426217908026,0.0028500426217908026
gray_hist_07,0.0028492889978326734,0.0028492889978326734
thumb_pixel_194,0.002833962802839954,0.002833962802839954
thumb_pixel_244,0.0028157862920736676,0.0028157862920736676
thumb_pixel_054,0.0027970186718348135,0.0027970186718348135
gray_hist_04,0.002732385386230099,0.002732385386230099
thumb_pixel_038,0.002720058101477304,0.002720058101477304
thumb_pixel_190,0.002693726436174453,0.002693726436174453
thumb_pixel_044,0.0026866085394826288,0.0026866085394826288
thumb_pixel_050,0.0026832032013157686,0.0026832032013157686
thumb_pixel_082,0.0026586807660081454,0.0026586807660081454
thumb_pixel_024,0.0026562238350223617,0.0026562238350223617
thumb_pixel_249,0.0026382069265228226,0.0026382069265228226
thumb_pixel_066,0.0026235764194193424,0.0026235764194193424
thumb_pixel_058,0.0026137835132931777,0.0026137835132931777
thumb_pixel_142,0.0025979322785710055,0.0025979322785710055
thumb_pixel_211,0.0025502991039954635,0.0025502991039954635
thumb_pixel_251,0.0025188106604693886,0.0025188106604693886
thumb_pixel_120,0.0025112371831389545,0.0025112371831389545
gray_hist_03,0.002495262925873268,0.002495262925873268
thumb_pixel_210,0.0024946751056696935,0.0024946751056696935
blue_mean,0.0024903428783569553,0.0024903428783569553
thumb_pixel_213,0.0024721160041057304,0.0024721160041057304
thumb_pixel_214,0.0024696617783226908,0.0024696617783226908
thumb_pixel_129,0.0024570089637758613,0.0024570089637758613
thumb_pixel_125,0.0024507233160407523,0.0024507233160407523
thumb_pixel_175,0.002447559351271711,0.002447559351271711
thumb_pixel_245,0.0024443418272673983,0.0024443418272673983
thumb_pixel_053,0.002442606890205976,0.002442606890205976
green_q75,0.0024407737755545336,0.0024407737755545336
green_mean,0.0024339040665673764,0.0024339040665673764
thumb_pixel_068,0.0024140967447902717,0.0024140967447902717
thumb_pixel_158,0.002406874207403569,0.002406874207403569
red_hist_06,0.0024048621588275594,0.0024048621588275594
blue_hist_05,0.002398788532406484,0.002398788532406484
gray_hist_05,0.002398073506587932,0.002398073506587932
thumb_pixel_232,0.0023649868762465383,0.0023649868762465383
thumb_pixel_162,0.002354683272935574,0.002354683272935574
thumb_pixel_136,0.0023526007988650685,0.0023526007988650685
thumb_pixel_040,0.0023489059479439712,0.0023489059479439712
thumb_pixel_196,0.0023370747479084966,0.0023370747479084966
thumb_pixel_193,0.002328941427399328,0.002328941427399328
thumb_pixel_043,0.0023276200043668973,0.0023276200043668973
thumb_pixel_035,0.0023054579966678046,0.0023054579966678046
thumb_pixel_121,0.0022856213869231917,0.0022856213869231917
red_hist_02,0.0022616601604354804,0.0022616601604354804
red_hist_03,0.002257920971480309,0.002257920971480309
thumb_pixel_144,0.002243046846013578,0.002243046846013578
thumb_pixel_020,0.0022359825765785025,0.0022359825765785025
thumb_pixel_160,0.002233245919046011,0.002233245919046011
thumb_pixel_134,0.00222877019455955,0.00222877019455955
thumb_pixel_225,0.002209882468474916,0.002209882468474916
thumb_pixel_002,0.002207902958882068,0.002207902958882068
red_hist_05,0.0022073966428436424,0.0022073966428436424
thumb_pixel_091,0.002202916526715034,0.002202916526715034
thumb_pixel_069,0.0021981754000278114,0.0021981754000278114
thumb_pixel_230,0.0021891491699589693,0.0021891491699589693
thumb_pixel_215,0.002187570010209156,0.002187570010209156
thumb_pixel_174,0.0021607200290272807,0.0021607200290272807
thumb_pixel_205,0.0021485858286356915,0.0021485858286356915
thumb_pixel_157,0.0021457873831185062,0.0021457873831185062
thumb_pixel_217,0.0021417718004328417,0.0021417718004328417
thumb_pixel_250,0.0021217145144245037,0.0021217145144245037
thumb_pixel_246,0.0020976249565884844,0.0020976249565884844
thumb_pixel_247,0.0020754332219757154,0.0020754332219757154
thumb_pixel_178,0.0020744260546416643,0.0020744260546416643
